age,job,marital,education,balance,housing,loan,contact,day,month,duration
29,unemployed,single,secondary,1055,no,no,cellular,23,sep,427
28,admin.,single,tertiary,313,no,yes,cellular,23,sep,124
36,admin.,single,secondary,60,yes,no,cellular,23,sep,156
31,management,single,tertiary,2590,no,no,cellular,23,sep,103
59,management,married,tertiary,5397,no,no,cellular,23,sep,244
20,student,single,unknown,179,no,no,cellular,23,sep,317
37,blue-collar,single,unknown,217,no,no,cellular,23,sep,272
30,technician,single,secondary,1532,no,no,cellular,23,sep,447
35,technician,married,tertiary,0,yes,yes,cellular,23,sep,112
36,unemployed,married,secondary,17458,no,no,cellular,23,sep,390
82,retired,divorced,primary,928,no,no,telephone,23,sep,217
34,management,married,tertiary,937,no,no,cellular,23,sep,405
28,management,single,tertiary,6551,no,no,cellular,23,sep,203
31,blue-collar,married,secondary,812,yes,no,cellular,23,sep,245
30,self-employed,single,tertiary,655,no,no,cellular,23,sep,272
38,management,married,tertiary,845,no,no,cellular,23,sep,134
35,admin.,single,secondary,303,no,no,cellular,24,sep,173
39,admin.,married,tertiary,1322,yes,no,cellular,24,sep,157
36,self-employed,married,tertiary,980,no,no,cellular,24,sep,349
40,management,single,tertiary,3840,yes,no,cellular,24,sep,232
32,blue-collar,single,secondary,2093,no,no,cellular,24,sep,224
38,management,married,tertiary,0,no,no,cellular,24,sep,246
49,management,married,tertiary,1167,yes,yes,cellular,24,sep,249
50,services,married,secondary,2376,yes,no,cellular,24,sep,395
29,unemployed,single,secondary,670,yes,no,unknown,26,sep,6
36,unemployed,married,secondary,923,no,no,unknown,27,sep,6
55,services,divorced,secondary,0,no,no,cellular,27,sep,262
89,retired,married,primary,0,no,no,telephone,27,sep,157
81,retired,divorced,primary,949,no,no,cellular,27,sep,188
72,retired,married,primary,4657,no,no,cellular,27,sep,132
34,management,married,tertiary,812,no,no,cellular,27,sep,156
23,student,single,secondary,1062,no,no,telephone,27,sep,379
31,technician,married,tertiary,3338,yes,no,cellular,27,sep,162
24,management,single,tertiary,393,no,no,cellular,27,sep,1298
77,retired,married,tertiary,0,no,no,cellular,27,sep,990
28,admin.,single,unknown,174,no,no,cellular,28,sep,184
34,admin.,single,secondary,43,yes,no,unknown,28,sep,6
69,admin.,married,secondary,813,no,no,telephone,28,sep,237
38,services,married,secondary,2678,no,no,cellular,28,sep,282
48,management,single,tertiary,334,yes,no,cellular,28,sep,600
35,management,married,secondary,683,no,no,unknown,29,sep,13
32,management,single,tertiary,414,no,no,unknown,29,sep,21
31,management,married,unknown,385,no,no,cellular,29,sep,242
48,management,divorced,tertiary,-130,yes,no,cellular,29,sep,110
39,technician,married,tertiary,386,no,no,cellular,29,sep,201
61,retired,married,secondary,11,no,no,cellular,29,sep,232
67,retired,married,primary,4416,no,no,cellular,29,sep,245
28,management,single,tertiary,390,no,no,cellular,29,sep,845
29,services,single,secondary,1934,no,no,cellular,29,sep,271
43,blue-collar,married,secondary,625,yes,no,unknown,30,sep,175
27,management,single,tertiary,1377,no,no,unknown,30,sep,6
34,technician,single,secondary,3311,no,no,cellular,1,oct,197
60,admin.,married,secondary,4348,yes,no,cellular,1,oct,131
35,admin.,married,tertiary,318,yes,yes,cellular,1,oct,142
37,blue-collar,married,unknown,444,no,no,cellular,1,oct,143
58,unemployed,married,tertiary,1333,no,no,cellular,1,oct,278
42,technician,married,secondary,2152,no,no,cellular,1,oct,161
54,blue-collar,single,secondary,1633,yes,no,unknown,4,oct,12
31,technician,married,secondary,439,no,no,unknown,4,oct,5
35,blue-collar,married,secondary,137,no,yes,unknown,4,oct,5
21,technician,single,secondary,519,no,no,unknown,4,oct,5
34,blue-collar,married,tertiary,20,no,no,unknown,4,oct,10
21,student,single,secondary,57,no,no,unknown,4,oct,9
49,management,married,tertiary,2037,no,no,unknown,5,oct,10
30,services,single,tertiary,21,no,no,unknown,5,oct,4
34,admin.,single,secondary,239,no,no,unknown,5,oct,6
31,student,single,secondary,3511,no,no,cellular,6,oct,311
71,retired,married,secondary,1696,no,no,cellular,6,oct,486
33,self-employed,married,tertiary,1278,no,no,cellular,6,oct,649
47,self-employed,married,tertiary,1011,no,no,cellular,6,oct,808
39,management,married,tertiary,2939,no,no,cellular,6,oct,608
27,technician,single,secondary,927,no,no,cellular,6,oct,261
26,unemployed,single,tertiary,3466,no,no,cellular,6,oct,275
47,housemaid,single,tertiary,3232,no,no,telephone,6,oct,541
79,retired,divorced,primary,336,no,no,cellular,6,oct,386
22,admin.,single,secondary,372,no,no,cellular,6,oct,218
34,management,single,tertiary,549,no,no,cellular,6,oct,1246
26,management,single,tertiary,1592,no,no,cellular,6,oct,604
40,housemaid,married,tertiary,0,no,no,unknown,6,oct,6
24,technician,single,tertiary,368,no,no,cellular,7,oct,197
60,retired,married,secondary,7038,no,no,telephone,7,oct,138
28,management,single,tertiary,616,yes,no,cellular,7,oct,116
55,admin.,divorced,secondary,0,yes,yes,cellular,7,oct,122
26,student,single,secondary,706,no,no,unknown,8,oct,118
36,admin.,single,tertiary,5007,yes,no,cellular,8,oct,135
32,student,single,secondary,1102,no,no,telephone,8,oct,194
48,services,divorced,unknown,973,no,no,cellular,8,oct,319
73,retired,married,secondary,2850,no,no,cellular,8,oct,512
38,admin.,married,secondary,5270,no,no,cellular,8,oct,163
32,management,married,tertiary,927,no,no,cellular,8,oct,282
51,management,married,tertiary,5108,yes,no,cellular,8,oct,272
29,unemployed,married,secondary,687,no,no,cellular,8,oct,309
32,management,single,tertiary,3289,no,no,cellular,8,oct,375
32,technician,single,unknown,491,no,no,cellular,8,oct,251
36,technician,single,secondary,966,no,no,cellular,8,oct,135
58,admin.,divorced,secondary,3337,yes,no,telephone,8,oct,369
48,admin.,married,secondary,368,no,no,cellular,8,oct,363
34,admin.,married,secondary,247,no,no,cellular,8,oct,401
37,blue-collar,married,secondary,1403,no,no,unknown,9,oct,14
21,blue-collar,single,primary,-42,no,no,unknown,10,oct,5
36,management,single,tertiary,335,no,no,unknown,10,oct,5
28,services,single,secondary,1347,no,no,telephone,11,oct,317
70,retired,divorced,secondary,4572,no,no,cellular,11,oct,115
27,student,single,tertiary,838,no,no,cellular,11,oct,162
51,entrepreneur,divorced,tertiary,315,no,no,cellular,11,oct,291
28,unknown,single,unknown,326,no,no,cellular,11,oct,450
48,admin.,married,secondary,0,no,yes,cellular,11,oct,195
36,technician,single,secondary,12264,no,no,cellular,11,oct,285
67,retired,married,secondary,203,no,no,cellular,11,oct,405
39,management,married,tertiary,839,no,yes,cellular,11,oct,365
30,management,single,tertiary,502,no,no,cellular,11,oct,463
62,retired,married,secondary,2917,no,no,cellular,11,oct,123
27,admin.,married,tertiary,346,no,no,cellular,11,oct,212
58,admin.,married,secondary,3927,no,no,cellular,11,oct,124
24,student,single,secondary,1809,no,no,cellular,11,oct,165
32,admin.,married,secondary,1229,no,no,cellular,11,oct,485
52,technician,married,secondary,553,yes,no,telephone,11,oct,160
46,admin.,married,secondary,171,yes,yes,cellular,11,oct,251
35,blue-collar,divorced,unknown,172,no,no,unknown,11,oct,4
33,management,single,tertiary,816,yes,no,cellular,11,oct,383
29,admin.,married,secondary,535,no,no,cellular,11,oct,185
51,retired,married,secondary,0,yes,no,cellular,11,oct,146
42,management,married,tertiary,298,no,no,cellular,11,oct,137
27,unemployed,single,primary,93,no,no,unknown,11,oct,4
59,retired,divorced,primary,606,no,no,unknown,12,oct,54
31,management,married,tertiary,4328,no,no,cellular,12,oct,203
25,blue-collar,single,secondary,1857,yes,no,cellular,12,oct,187
38,management,married,tertiary,1257,no,no,cellular,12,oct,166
43,admin.,single,secondary,386,no,no,cellular,12,oct,242
27,student,single,secondary,279,no,no,cellular,12,oct,323
25,admin.,single,tertiary,2916,no,no,cellular,12,oct,143
75,retired,divorced,secondary,1092,no,no,telephone,12,oct,250
33,self-employed,single,tertiary,658,yes,no,cellular,12,oct,146
33,management,single,tertiary,131,yes,no,cellular,12,oct,209
63,management,married,tertiary,0,no,no,cellular,12,oct,130
38,blue-collar,single,secondary,0,no,no,unknown,12,oct,8
25,management,single,tertiary,1650,yes,no,unknown,12,oct,5
36,management,single,tertiary,2646,no,no,cellular,13,oct,169
62,self-employed,divorced,tertiary,6,yes,no,cellular,13,oct,216
29,self-employed,single,tertiary,1579,no,no,cellular,13,oct,190
26,blue-collar,single,secondary,2007,no,no,cellular,13,oct,194
38,management,married,tertiary,413,no,no,cellular,13,oct,252
29,admin.,married,tertiary,167,yes,yes,cellular,13,oct,357
26,technician,single,secondary,342,no,no,cellular,14,oct,133
43,technician,married,secondary,297,yes,no,cellular,14,oct,119
86,retired,married,primary,1255,no,no,cellular,14,oct,192
59,technician,married,secondary,1,no,no,cellular,14,oct,585
51,management,married,tertiary,469,no,no,cellular,14,oct,491
28,self-employed,single,tertiary,159,no,no,cellular,14,oct,246
36,blue-collar,single,tertiary,1830,no,no,cellular,14,oct,183
53,admin.,married,secondary,459,no,no,cellular,14,oct,317
40,management,married,tertiary,0,no,no,cellular,14,oct,1410
27,technician,single,secondary,643,no,no,telephone,14,oct,301
38,management,married,tertiary,276,no,no,cellular,14,oct,322
57,admin.,married,secondary,16873,no,no,cellular,14,oct,219
28,management,single,tertiary,9710,no,no,cellular,14,oct,786
37,management,married,secondary,209,no,no,cellular,14,oct,183
42,admin.,married,unknown,756,no,no,cellular,14,oct,72
41,management,divorced,tertiary,3355,no,no,cellular,14,oct,181
47,admin.,married,secondary,1387,yes,no,cellular,14,oct,158
61,retired,married,secondary,938,no,no,cellular,15,oct,212
45,management,married,secondary,2897,no,no,cellular,15,oct,531
39,services,single,secondary,471,no,no,unknown,15,oct,5
60,retired,divorced,secondary,514,no,no,cellular,15,oct,187
40,housemaid,married,primary,979,no,no,cellular,15,oct,106
29,self-employed,single,tertiary,270,yes,no,cellular,15,oct,94
42,unemployed,married,secondary,1289,no,no,cellular,15,oct,1176
29,blue-collar,single,secondary,2806,no,no,cellular,15,oct,294
26,admin.,married,tertiary,319,no,no,cellular,15,oct,88
33,management,single,tertiary,718,yes,no,cellular,18,oct,104
47,admin.,married,secondary,3676,no,no,cellular,18,oct,567
28,management,married,tertiary,1918,no,no,cellular,18,oct,333
45,management,single,tertiary,2048,yes,no,cellular,18,oct,310
43,unemployed,married,tertiary,0,no,no,cellular,18,oct,464
22,management,single,tertiary,104,no,yes,cellular,18,oct,509
34,technician,married,secondary,159,yes,no,cellular,18,oct,252
29,management,single,tertiary,600,yes,no,cellular,18,oct,170
64,retired,married,secondary,466,yes,no,cellular,18,oct,526
39,admin.,divorced,secondary,728,yes,yes,cellular,18,oct,222
35,management,married,secondary,724,yes,no,cellular,18,oct,102
26,student,single,secondary,316,no,no,cellular,18,oct,375
27,management,single,tertiary,107,no,no,cellular,18,oct,767
69,retired,divorced,secondary,4189,no,no,cellular,18,oct,138
32,student,single,tertiary,922,no,no,cellular,18,oct,338
25,technician,single,secondary,3843,no,no,cellular,18,oct,159
66,retired,married,secondary,3409,no,no,cellular,19,oct,133
26,technician,single,secondary,4859,no,no,cellular,19,oct,90
49,blue-collar,married,secondary,1946,no,no,cellular,19,oct,192
25,admin.,single,tertiary,1734,no,no,cellular,19,oct,366
34,admin.,single,tertiary,1077,no,no,cellular,19,oct,218
42,management,married,unknown,1519,no,no,cellular,19,oct,230
64,management,married,tertiary,5112,no,no,telephone,19,oct,898
44,management,single,tertiary,1090,no,no,cellular,20,oct,178
36,technician,married,tertiary,521,no,no,cellular,20,oct,347
43,management,married,tertiary,2450,no,yes,cellular,20,oct,124
64,retired,divorced,secondary,4833,no,no,cellular,20,oct,621
30,self-employed,single,secondary,1031,no,no,unknown,20,oct,7
58,retired,married,primary,742,no,no,unknown,20,oct,5
75,retired,married,tertiary,4912,no,no,telephone,20,oct,238
52,admin.,married,secondary,423,yes,yes,cellular,20,oct,139
30,management,single,tertiary,2344,yes,no,cellular,20,oct,316
29,student,single,secondary,1925,no,no,cellular,21,oct,150
52,management,married,secondary,335,no,no,cellular,21,oct,411
26,student,single,secondary,108,no,no,cellular,21,oct,235
52,technician,married,secondary,371,yes,yes,cellular,21,oct,453
49,technician,married,secondary,2400,no,no,cellular,21,oct,262
27,unemployed,single,secondary,771,no,no,cellular,21,oct,181
54,management,divorced,tertiary,5475,no,no,cellular,21,oct,1032
37,management,married,tertiary,203,no,no,cellular,21,oct,759
48,admin.,married,secondary,50,no,yes,cellular,21,oct,419
28,technician,single,tertiary,11862,no,no,cellular,21,oct,549
46,technician,married,secondary,9299,no,no,cellular,21,oct,201
20,student,single,secondary,88,no,no,telephone,21,oct,621
77,retired,married,secondary,820,no,no,telephone,21,oct,330
63,retired,single,tertiary,791,no,no,cellular,21,oct,212
27,student,single,secondary,1164,no,no,cellular,21,oct,256
34,technician,single,secondary,1279,yes,no,cellular,21,oct,339
66,retired,married,primary,8,no,no,cellular,22,oct,56
59,entrepreneur,married,secondary,496,no,no,cellular,22,oct,738
29,blue-collar,single,tertiary,455,no,no,cellular,22,oct,542
25,technician,single,secondary,325,no,no,cellular,22,oct,716
38,management,married,tertiary,536,yes,no,cellular,22,oct,234
31,technician,single,secondary,845,yes,no,cellular,22,oct,168
38,management,single,tertiary,1373,no,no,cellular,22,oct,119
57,unemployed,divorced,primary,282,no,no,cellular,22,oct,460
33,admin.,single,tertiary,146,no,no,cellular,22,oct,380
61,retired,married,primary,2686,no,no,telephone,22,oct,84
43,management,single,tertiary,2081,no,no,cellular,22,oct,554
37,technician,married,secondary,480,no,no,cellular,22,oct,344
47,admin.,single,secondary,1693,yes,no,cellular,22,oct,608
77,retired,divorced,primary,2693,no,no,cellular,25,oct,83
63,retired,married,secondary,1495,no,no,cellular,25,oct,389
61,self-employed,married,tertiary,10861,no,no,cellular,25,oct,225
44,technician,single,unknown,11115,no,no,cellular,25,oct,189
30,management,single,tertiary,985,yes,no,cellular,25,oct,304
34,blue-collar,married,secondary,152,no,no,cellular,25,oct,275
74,retired,married,secondary,935,no,no,cellular,25,oct,400
31,admin.,single,secondary,410,no,no,cellular,25,oct,182
33,admin.,married,secondary,51,yes,yes,cellular,25,oct,253
73,retired,married,primary,1388,no,no,telephone,25,oct,254
36,technician,married,secondary,2779,no,no,cellular,25,oct,324
32,technician,married,secondary,660,no,no,cellular,25,oct,226
25,student,single,secondary,679,no,no,cellular,25,oct,297
36,technician,married,tertiary,844,yes,yes,cellular,25,oct,129
78,management,married,unknown,1780,yes,no,cellular,25,oct,211
50,management,married,tertiary,8205,yes,no,telephone,25,oct,293
64,retired,married,primary,445,no,no,cellular,26,oct,338
24,student,single,secondary,1234,no,no,telephone,26,oct,280
26,management,single,tertiary,222,no,no,cellular,26,oct,318
36,technician,single,secondary,204,yes,no,cellular,26,oct,196
30,management,single,tertiary,565,yes,no,cellular,26,oct,104
25,student,single,secondary,1868,no,no,cellular,26,oct,259
54,admin.,divorced,tertiary,122,no,no,cellular,26,oct,322
78,retired,married,primary,14204,no,no,cellular,26,oct,150
47,admin.,married,secondary,1210,no,no,cellular,26,oct,604
32,technician,married,secondary,1547,no,no,cellular,26,oct,289
56,admin.,divorced,secondary,1693,no,no,cellular,26,oct,238
40,entrepreneur,single,tertiary,262,yes,yes,unknown,26,oct,17
49,technician,married,secondary,308,no,no,cellular,26,oct,260
27,blue-collar,single,primary,232,yes,no,cellular,26,oct,701
40,management,divorced,tertiary,858,no,no,cellular,26,oct,202
54,technician,married,tertiary,876,no,no,cellular,27,oct,269
67,blue-collar,married,secondary,16353,no,no,cellular,27,oct,223
23,unemployed,single,tertiary,993,no,no,cellular,27,oct,409
46,technician,married,unknown,3308,no,no,cellular,27,oct,171
33,technician,married,secondary,5083,no,no,cellular,27,oct,161
47,management,married,tertiary,0,no,no,cellular,27,oct,508
61,retired,married,secondary,1058,no,no,cellular,27,oct,277
24,student,single,secondary,822,no,no,cellular,27,oct,184
70,retired,married,secondary,0,no,no,cellular,27,oct,258
53,blue-collar,married,primary,1294,no,no,unknown,28,oct,71
53,self-employed,married,tertiary,730,yes,no,unknown,2,nov,18
30,management,single,tertiary,297,no,no,cellular,8,nov,188
30,technician,single,secondary,500,yes,no,cellular,8,nov,176
44,management,married,tertiary,839,no,no,cellular,8,nov,240
63,entrepreneur,married,secondary,3904,no,no,telephone,8,nov,360
77,unknown,married,unknown,397,no,no,telephone,8,nov,207
34,admin.,married,tertiary,79,yes,no,cellular,8,nov,120
28,student,single,secondary,970,no,no,cellular,8,nov,137
60,admin.,divorced,secondary,683,no,no,cellular,8,nov,507
28,services,single,tertiary,441,no,no,cellular,8,nov,106
49,unemployed,divorced,tertiary,780,no,no,cellular,8,nov,148
42,admin.,divorced,secondary,490,yes,no,cellular,8,nov,212
22,student,single,secondary,2488,no,no,cellular,8,nov,449
38,technician,married,tertiary,88,no,no,cellular,8,nov,282
65,management,married,unknown,2352,no,no,cellular,8,nov,354
47,management,single,tertiary,311,yes,yes,cellular,9,nov,255
61,housemaid,married,primary,182,no,no,cellular,9,nov,335
64,retired,married,tertiary,2059,no,yes,cellular,9,nov,326
63,retired,married,primary,3738,no,no,telephone,9,nov,301
44,entrepreneur,married,tertiary,121,no,no,cellular,9,nov,248
37,management,married,tertiary,3556,no,no,cellular,9,nov,268
52,technician,married,tertiary,0,no,no,cellular,9,nov,467
34,student,single,unknown,2321,no,no,cellular,9,nov,600
60,services,married,secondary,4428,no,no,cellular,9,nov,125
35,technician,married,secondary,0,yes,no,cellular,9,nov,524
31,management,married,tertiary,720,yes,no,cellular,9,nov,94
29,admin.,single,secondary,464,no,no,cellular,9,nov,208
71,retired,married,secondary,2064,no,no,cellular,9,nov,379
35,services,married,tertiary,4655,no,no,cellular,9,nov,111
33,technician,married,tertiary,2976,yes,no,cellular,9,nov,465
41,unemployed,single,tertiary,79,no,no,telephone,9,nov,394
48,admin.,married,secondary,178,no,no,cellular,10,nov,228
62,retired,married,tertiary,2557,yes,no,cellular,10,nov,404
31,management,married,tertiary,2994,yes,no,cellular,10,nov,182
19,student,single,primary,245,no,no,telephone,10,nov,98
33,admin.,single,secondary,690,no,no,cellular,10,nov,223
30,technician,single,tertiary,2325,no,no,cellular,10,nov,134
36,admin.,single,tertiary,980,no,no,cellular,11,nov,118
62,blue-collar,married,secondary,272,no,no,cellular,11,nov,289
38,entrepreneur,single,secondary,2543,no,no,cellular,11,nov,357
54,admin.,married,secondary,66,yes,no,cellular,11,nov,167
36,admin.,divorced,secondary,1224,yes,no,cellular,12,nov,482
34,blue-collar,married,secondary,320,yes,no,cellular,12,nov,413
34,technician,married,secondary,1026,no,no,cellular,12,nov,319
66,retired,married,secondary,3409,no,no,cellular,15,nov,414
46,blue-collar,married,secondary,6879,no,no,cellular,15,nov,74
34,technician,married,secondary,133,no,no,cellular,15,nov,401
70,retired,married,primary,324,no,no,cellular,15,nov,78
63,retired,married,secondary,1495,no,no,cellular,16,nov,138
60,services,married,tertiary,4256,yes,no,cellular,16,nov,200
59,unknown,married,unknown,1500,no,no,cellular,16,nov,280
32,services,single,secondary,1168,yes,no,cellular,16,nov,411
29,management,single,secondary,703,yes,no,cellular,16,nov,236
25,services,single,secondary,199,no,no,cellular,16,nov,173
32,blue-collar,married,secondary,136,no,no,cellular,16,nov,206
75,retired,divorced,tertiary,3810,yes,no,cellular,16,nov,262
29,management,single,tertiary,765,no,no,cellular,16,nov,238
28,self-employed,single,tertiary,159,no,no,cellular,16,nov,449
59,management,married,tertiary,138,yes,yes,cellular,16,nov,162
68,retired,married,secondary,1146,no,no,cellular,16,nov,212
25,student,single,secondary,358,no,no,cellular,16,nov,330
36,management,single,secondary,1511,yes,no,cellular,16,nov,270
37,management,married,tertiary,1428,no,no,cellular,16,nov,333
34,blue-collar,single,secondary,1475,yes,no,cellular,16,nov,1166
38,technician,married,secondary,557,yes,no,cellular,16,nov,1556
53,management,married,tertiary,583,no,no,cellular,17,nov,226
34,admin.,single,secondary,557,no,no,cellular,17,nov,224
23,student,single,tertiary,113,no,no,cellular,17,nov,266
73,retired,married,secondary,2850,no,no,cellular,17,nov,300
25,technician,single,secondary,505,no,yes,cellular,17,nov,386
51,technician,married,tertiary,825,no,no,cellular,17,nov,977
71,retired,divorced,primary,1729,no,no,cellular,17,nov,456
72,retired,married,secondary,5715,no,no,cellular,17,nov,1127
57,blue-collar,married,secondary,668,no,no,telephone,17,nov,508
37,entrepreneur,married,secondary,2971,no,no,cellular,17,nov,361
30,unemployed,married,primary,1787,no,no,cellular,19,oct,79
33,services,married,secondary,4789,yes,yes,cellular,11,may,220
35,management,single,tertiary,1350,yes,no,cellular,16,apr,185
30,management,married,tertiary,1476,yes,yes,unknown,3,jun,199
59,blue-collar,married,secondary,0,yes,no,unknown,5,may,226
35,management,single,tertiary,747,no,no,cellular,23,feb,141
36,self-employed,married,tertiary,307,yes,no,cellular,14,may,341
39,technician,married,secondary,147,yes,no,cellular,6,may,151
41,entrepreneur,married,tertiary,221,yes,no,unknown,14,may,57
43,services,married,primary,-88,yes,yes,cellular,17,apr,313
39,services,married,secondary,9374,yes,no,unknown,20,may,273
43,admin.,married,secondary,264,yes,no,cellular,17,apr,113
36,technician,married,tertiary,1109,no,no,cellular,13,aug,328
20,student,single,secondary,502,no,no,cellular,30,apr,261
31,blue-collar,married,secondary,360,yes,yes,cellular,29,jan,89
40,management,married,tertiary,194,no,yes,cellular,29,aug,189
56,technician,married,secondary,4073,no,no,cellular,27,aug,239
37,admin.,single,tertiary,2317,yes,no,cellular,20,apr,114
25,blue-collar,single,primary,-221,yes,no,unknown,23,may,250
31,services,married,secondary,132,no,no,cellular,7,jul,148
38,management,divorced,unknown,0,yes,no,cellular,18,nov,96
42,management,divorced,tertiary,16,no,no,cellular,19,nov,140
44,services,single,secondary,106,no,no,unknown,12,jun,109
44,entrepreneur,married,secondary,93,no,no,cellular,7,jul,125
26,housemaid,married,tertiary,543,no,no,cellular,30,jan,169
41,management,married,tertiary,5883,no,no,cellular,20,nov,182
55,blue-collar,married,primary,627,yes,no,unknown,5,may,247
67,retired,married,unknown,696,no,no,telephone,17,aug,119
56,self-employed,married,secondary,784,no,yes,cellular,30,jul,149
53,admin.,married,secondary,105,no,yes,cellular,21,aug,74
68,retired,divorced,secondary,4189,no,no,telephone,14,jul,897
31,technician,married,secondary,171,no,no,cellular,27,aug,81
59,management,married,secondary,42,no,no,cellular,21,nov,40
32,management,single,tertiary,2536,yes,no,cellular,26,aug,958
49,technician,married,tertiary,1235,no,no,cellular,13,aug,354
42,admin.,divorced,secondary,1811,yes,no,unknown,14,may,150
78,retired,divorced,primary,229,no,no,telephone,22,oct,97
32,blue-collar,married,secondary,2089,yes,no,cellular,14,nov,132
33,management,married,secondary,3935,yes,no,cellular,6,may,765
23,services,single,tertiary,363,yes,no,unknown,30,may,16
38,management,single,tertiary,11971,yes,no,unknown,17,nov,609
36,management,single,tertiary,553,no,no,cellular,11,aug,106
52,blue-collar,married,secondary,1117,yes,no,cellular,13,may,365
32,technician,married,tertiary,396,yes,no,cellular,13,may,205
32,technician,single,tertiary,2204,yes,no,cellular,21,nov,11
34,management,single,tertiary,872,yes,no,unknown,7,may,105
55,blue-collar,married,primary,145,no,no,telephone,2,feb,59
26,blue-collar,married,primary,0,yes,no,unknown,21,may,425
32,entrepreneur,single,primary,-849,yes,yes,cellular,4,feb,204
61,admin.,married,unknown,4629,yes,no,cellular,27,jan,181
45,blue-collar,divorced,primary,844,no,no,unknown,5,jun,1018
37,technician,single,secondary,228,yes,no,cellular,20,aug,1740
38,technician,single,secondary,50,no,no,cellular,29,aug,98
34,technician,married,tertiary,1539,yes,no,cellular,15,jun,441
53,blue-collar,married,secondary,2231,yes,no,cellular,14,jul,272
48,admin.,married,secondary,3064,yes,no,telephone,15,jul,159
57,management,married,secondary,82,no,yes,telephone,4,feb,140
33,self-employed,single,tertiary,2155,no,no,cellular,17,nov,295
36,retired,single,secondary,101,yes,yes,unknown,26,may,314
54,technician,divorced,secondary,784,yes,yes,unknown,15,may,579
41,blue-collar,married,primary,-516,no,yes,telephone,8,jul,554
63,retired,married,secondary,415,yes,no,cellular,7,oct,323
48,management,married,tertiary,5887,no,no,cellular,13,aug,227
48,services,married,secondary,1355,no,no,cellular,4,jul,134
56,admin.,married,secondary,16873,no,no,cellular,7,oct,223
51,blue-collar,divorced,secondary,203,yes,no,cellular,8,may,134
31,services,married,secondary,338,yes,no,cellular,28,jan,155
29,technician,married,secondary,444,yes,no,cellular,21,jul,130
41,management,married,secondary,0,no,yes,cellular,7,jul,630
32,technician,single,tertiary,360,no,no,cellular,19,nov,164
37,management,married,tertiary,0,no,no,cellular,16,jul,268
42,entrepreneur,divorced,tertiary,2,yes,no,unknown,5,may,380
31,management,single,tertiary,6248,yes,no,unknown,9,may,154
41,services,married,tertiary,412,yes,no,unknown,3,jun,154
56,retired,married,secondary,344,yes,no,unknown,15,may,221
54,management,divorced,tertiary,3222,no,no,cellular,14,aug,67
41,blue-collar,divorced,secondary,174,yes,no,cellular,14,may,367
40,technician,single,secondary,591,no,yes,cellular,14,aug,87
50,blue-collar,divorced,primary,388,no,no,cellular,5,feb,701
40,unemployed,married,secondary,219,yes,no,cellular,17,nov,204
27,admin.,divorced,secondary,451,yes,no,cellular,16,jul,652
60,retired,married,primary,5,no,no,cellular,26,aug,63
28,admin.,single,secondary,177,yes,yes,cellular,6,may,150
52,services,married,secondary,657,no,no,telephone,7,jul,398
37,management,married,tertiary,1315,no,no,cellular,30,jun,224
51,blue-collar,married,primary,1466,yes,no,unknown,7,may,406
41,technician,single,secondary,879,no,yes,cellular,7,jul,60
35,blue-collar,single,primary,293,yes,no,unknown,30,may,521
38,admin.,married,secondary,424,yes,no,cellular,17,apr,279
34,blue-collar,married,secondary,1831,yes,no,unknown,20,may,203
39,blue-collar,married,primary,111,no,no,cellular,18,nov,201
34,blue-collar,married,primary,455,yes,no,unknown,20,jun,372
27,services,single,secondary,-195,yes,no,cellular,18,may,391
32,management,single,tertiary,3616,no,no,cellular,14,aug,165
57,blue-collar,married,secondary,14093,no,no,cellular,11,aug,231
41,unknown,single,tertiary,1567,no,no,cellular,1,jul,291
41,admin.,married,tertiary,5426,yes,no,unknown,14,may,149
30,admin.,single,tertiary,261,no,no,cellular,19,oct,233
36,blue-collar,divorced,secondary,2843,no,no,cellular,12,feb,473
31,unemployed,single,primary,406,no,no,cellular,4,feb,736
36,blue-collar,married,secondary,0,yes,no,unknown,6,may,337
38,management,single,tertiary,493,yes,no,cellular,11,may,553
49,technician,married,secondary,5996,no,no,telephone,21,nov,345
57,services,single,primary,3777,yes,no,telephone,13,may,65
34,management,single,secondary,524,no,no,unknown,13,aug,9
32,management,single,tertiary,574,yes,no,cellular,14,apr,259
37,blue-collar,married,secondary,427,yes,yes,unknown,9,jun,371
33,self-employed,married,tertiary,483,yes,no,cellular,3,feb,280
56,unemployed,married,primary,3391,no,no,cellular,21,apr,243
27,housemaid,married,primary,0,yes,no,cellular,23,jul,435
21,student,single,secondary,2488,no,no,cellular,30,jun,258
58,management,married,tertiary,1517,yes,no,telephone,29,jul,7
32,self-employed,married,secondary,217,yes,yes,cellular,15,jul,317
33,blue-collar,single,secondary,22,no,no,cellular,30,jan,76
25,student,single,secondary,331,no,no,telephone,26,aug,170
25,technician,single,secondary,505,no,yes,cellular,17,nov,386
30,services,married,secondary,1808,yes,no,cellular,18,may,83
22,admin.,single,secondary,4111,no,yes,cellular,19,aug,65
39,blue-collar,married,primary,52,no,no,cellular,13,aug,69
46,management,divorced,tertiary,25,no,no,unknown,17,jun,564
31,admin.,divorced,secondary,1890,yes,no,cellular,21,jul,588
45,blue-collar,married,primary,419,no,no,cellular,18,aug,113
32,technician,married,secondary,2693,yes,no,unknown,21,may,16
36,blue-collar,married,secondary,-231,no,yes,cellular,15,jul,779
